sex,race,household_income,education,state,age_int,vote_trump,cell,high_income,high_education
Male,Black/African American,"Less than $14,999",Highschool,OH,21-30,0,"Black/African American Highschool Less than $14,999",0,0
Male,White,"$150,000 to $174,999",College Degree,NY,31-40,0,"White College Degree $150,000 to $174,999",1,1
Male,White,"$250,000 and above",Masters&Doc,CO,71-80,1,"White Masters&Doc $250,000 and above",0,1
Male,White,"$35,000 to $39,999",Highschool,MI,61-70,1,"White Highschool $35,000 to $39,999",0,0
Male,White,"$125,000 to $149,999",Highschool,FL,51-60,1,"White Highschool $125,000 to $149,999",0,0
Male,White,"$175,000 to $199,999",Associate Degree,NY,31-40,0,"White Associate Degree $175,000 to $199,999",1,1
Male,White,"$50,000 to $54,999",College Degree,IN,71-80,1,"White College Degree $50,000 to $54,999",0,1
Female,White,"Less than $14,999",Masters&Doc,PA,21-30,0,"White Masters&Doc Less than $14,999",0,1
Male,White,"Less than $14,999",Highschool,KS,51-60,0,"White Highschool Less than $14,999",0,0
Male,White,"$175,000 to $199,999",Masters&Doc,NJ,41-50,1,"White Masters&Doc $175,000 to $199,999",1,1
Male,White,"$100,000 to $124,999",Masters&Doc,WA,31-40,0,"White Masters&Doc $100,000 to $124,999",0,1
Male,White,"$50,000 to $54,999",Associate Degree,TX,71-80,1,"White Associate Degree $50,000 to $54,999",0,1
Female,White,"$250,000 and above",Masters&Doc,NC,61-70,1,"White Masters&Doc $250,000 and above",0,1
Male,White,"$80,000 to $84,999",College Degree,IA,51-60,1,"White College Degree $80,000 to $84,999",0,1
Female,White,"$40,000 to $44,999",Masters&Doc,OH,21-30,0,"White Masters&Doc $40,000 to $44,999",0,1
Male,Other race,"$40,000 to $44,999",Masters&Doc,DE,51-60,0,"Other race Masters&Doc $40,000 to $44,999",0,1
Male,White,"$200,000 to $249,999",College Degree,TX,51-60,1,"White College Degree $200,000 to $249,999",1,1
Male,Black/African American,"Less than $14,999",Masters&Doc,OH,31-40,0,"Black/African American Masters&Doc Less than $14,999",0,1
Male,White,"$75,000 to $79,999",College Degree,FL,61-70,0,"White College Degree $75,000 to $79,999",0,1
Male,Black/African American,"$250,000 and above",Masters&Doc,NY,31-40,1,"Black/African American Masters&Doc $250,000 and above",0,1
Male,White,"$150,000 to $174,999",Highschool,IN,51-60,0,"White Highschool $150,000 to $174,999",1,0
Male,White,"$90,000 to $94,999",College Degree,IL,61-70,0,"White College Degree $90,000 to $94,999",0,1
Female,Black/African American,"$30,000 to $34,999",Highschool,NV,21-30,1,"Black/African American Highschool $30,000 to $34,999",0,0
Male,White,"$35,000 to $39,999",College Degree,CA,61-70,0,"White College Degree $35,000 to $39,999",0,1
Female,other asian or pacific islander,"$95,000 to $99,999",College Degree,AZ,51-60,1,"other asian or pacific islander College Degree $95,000 to $99,999",0,1
Female,Black/African American,"$50,000 to $54,999",College Degree,GA,51-60,0,"Black/African American College Degree $50,000 to $54,999",0,1
Male,White,"$125,000 to $149,999",Masters&Doc,IL,31-40,0,"White Masters&Doc $125,000 to $149,999",0,1
Female,Black/African American,"$70,000 to $74,999",Highschool,NC,18-20,0,"Black/African American Highschool $70,000 to $74,999",0,0
Male,White,"$95,000 to $99,999",Masters&Doc,MI,61-70,0,"White Masters&Doc $95,000 to $99,999",0,1
Female,White,"$100,000 to $124,999",Masters&Doc,PA,41-50,0,"White Masters&Doc $100,000 to $124,999",0,1
Male,White,"$75,000 to $79,999",College Degree,CA,31-40,1,"White College Degree $75,000 to $79,999",0,1
Female,White,"$150,000 to $174,999",Associate Degree,GA,41-50,1,"White Associate Degree $150,000 to $174,999",1,1
Male,White,"$15,000 to $19,999",Highschool,MO,18-20,1,"White Highschool $15,000 to $19,999",0,0
Female,White,"$200,000 to $249,999",Associate Degree,NC,31-40,1,"White Associate Degree $200,000 to $249,999",1,1
Female,White,"$20,000 to $24,999",Masters&Doc,VA,41-50,1,"White Masters&Doc $20,000 to $24,999",0,1
Male,White,"$50,000 to $54,999",Associate Degree,MN,21-30,1,"White Associate Degree $50,000 to $54,999",0,1
Female,Other race,"$35,000 to $39,999",Masters&Doc,TX,18-20,0,"Other race Masters&Doc $35,000 to $39,999",0,1
Female,White,"$50,000 to $54,999",Masters&Doc,FL,41-50,1,"White Masters&Doc $50,000 to $54,999",0,1
Female,White,"Less than $14,999",Masters&Doc,IN,41-50,1,"White Masters&Doc Less than $14,999",0,1
Female,White,"$35,000 to $39,999",Highschool,IN,51-60,0,"White Highschool $35,000 to $39,999",0,0
Female,White,"$80,000 to $84,999",Highschool,TN,41-50,1,"White Highschool $80,000 to $84,999",0,0
Male,White,"$70,000 to $74,999",College Degree,CA,31-40,1,"White College Degree $70,000 to $74,999",0,1
Female,White,"$100,000 to $124,999",College Degree,KY,41-50,1,"White College Degree $100,000 to $124,999",0,1
Female,White,"$45,000 to $49,999",Highschool,PA,51-60,1,"White Highschool $45,000 to $49,999",0,0
Female,Black/African American,"Less than $14,999",Highschool,NJ,21-30,0,"Black/African American Highschool Less than $14,999",0,0
Male,White,"$55,000 to $59,999",Associate Degree,CA,61-70,0,"White Associate Degree $55,000 to $59,999",0,1
Male,White,"$175,000 to $199,999",Highschool,CA,51-60,1,"White Highschool $175,000 to $199,999",1,0
Male,White,"$100,000 to $124,999",Highschool,FL,41-50,1,"White Highschool $100,000 to $124,999",0,0
Male,White,"$150,000 to $174,999",College Degree,CA,31-40,1,"White College Degree $150,000 to $174,999",1,1
Male,White,"$125,000 to $149,999",College Degree,FL,31-40,0,"White College Degree $125,000 to $149,999",0,1
Female,White,"$50,000 to $54,999",College Degree,MA,61-70,0,"White College Degree $50,000 to $54,999",0,1
Female,White,"Less than $14,999",Highschool,OR,41-50,0,"White Highschool Less than $14,999",0,0
Female,White,"$80,000 to $84,999",Associate Degree,GA,61-70,0,"White Associate Degree $80,000 to $84,999",0,1
Female,White,"$30,000 to $34,999",Masters&Doc,AL,31-40,0,"White Masters&Doc $30,000 to $34,999",0,1
Male,Black/African American,"$40,000 to $44,999",College Degree,AR,18-20,0,"Black/African American College Degree $40,000 to $44,999",0,1
Female,White,"$50,000 to $54,999",Masters&Doc,VA,61-70,0,"White Masters&Doc $50,000 to $54,999",0,1
Male,White,"$200,000 to $249,999",Masters&Doc,NY,71-80,0,"White Masters&Doc $200,000 to $249,999",1,1
Female,White,"$40,000 to $44,999",Highschool,MI,61-70,1,"White Highschool $40,000 to $44,999",0,0
Female,White,"$100,000 to $124,999",College Degree,UT,21-30,1,"White College Degree $100,000 to $124,999",0,1
Male,Other race,"$20,000 to $24,999",Highschool,TX,21-30,1,"Other race Highschool $20,000 to $24,999",0,0
Female,White,"$125,000 to $149,999",Masters&Doc,WA,51-60,0,"White Masters&Doc $125,000 to $149,999",0,1
Female,White,"$125,000 to $149,999",Associate Degree,IL,71-80,1,"White Associate Degree $125,000 to $149,999",0,1
Male,White,"$250,000 and above",Masters&Doc,NY,41-50,1,"White Masters&Doc $250,000 and above",0,1
Female,White,"Less than $14,999",Highschool,OH,31-40,1,"White Highschool Less than $14,999",0,0
Male,White,"$65,000 to $69,999",Masters&Doc,NC,71-80,0,"White Masters&Doc $65,000 to $69,999",0,1
Female,White,"$100,000 to $124,999",Masters&Doc,OH,41-50,0,"White Masters&Doc $100,000 to $124,999",0,1
Female,Other race,"$100,000 to $124,999",Highschool,VA,31-40,0,"Other race Highschool $100,000 to $124,999",0,0
Female,White,"$65,000 to $69,999",Highschool,AL,51-60,0,"White Highschool $65,000 to $69,999",0,0
Female,White,"$25,000 to $29,999",Highschool,TX,80up,0,"White Highschool $25,000 to $29,999",0,0
Female,White,"Less than $14,999",Highschool,FL,71-80,0,"White Highschool Less than $14,999",0,0
Male,other asian or pacific islander,"$45,000 to $49,999",Highschool,IL,31-40,1,"other asian or pacific islander Highschool $45,000 to $49,999",0,0
Female,White,"$45,000 to $49,999",Associate Degree,SC,61-70,1,"White Associate Degree $45,000 to $49,999",0,1
Female,White,"$200,000 to $249,999",Masters&Doc,PA,61-70,1,"White Masters&Doc $200,000 to $249,999",1,1
Female,White,"$85,000 to $89,999",College Degree,MI,21-30,0,"White College Degree $85,000 to $89,999",0,1
Male,Black/African American,"$100,000 to $124,999",Highschool,MD,21-30,1,"Black/African American Highschool $100,000 to $124,999",0,0
Female,Black/African American,"$125,000 to $149,999",College Degree,FL,71-80,0,"Black/African American College Degree $125,000 to $149,999",0,1
Male,White,"$70,000 to $74,999",College Degree,CA,31-40,0,"White College Degree $70,000 to $74,999",0,1
Female,White,"$40,000 to $44,999",Masters&Doc,MT,61-70,0,"White Masters&Doc $40,000 to $44,999",0,1
Male,Black/African American,"$70,000 to $74,999",Highschool,CA,31-40,1,"Black/African American Highschool $70,000 to $74,999",0,0
Female,White,"Less than $14,999",Associate Degree,NC,51-60,0,"White Associate Degree Less than $14,999",0,1
Female,White,"$50,000 to $54,999",Highschool,UT,31-40,0,"White Highschool $50,000 to $54,999",0,0
Male,White,"$100,000 to $124,999",Masters&Doc,FL,31-40,1,"White Masters&Doc $100,000 to $124,999",0,1
Female,White,"$25,000 to $29,999",Highschool,IN,61-70,0,"White Highschool $25,000 to $29,999",0,0
Female,White,"$50,000 to $54,999",Associate Degree,IL,41-50,1,"White Associate Degree $50,000 to $54,999",0,1
Male,White,"$175,000 to $199,999",Masters&Doc,CO,31-40,0,"White Masters&Doc $175,000 to $199,999",1,1
Female,Black/African American,"$30,000 to $34,999",Highschool,NC,41-50,0,"Black/African American Highschool $30,000 to $34,999",0,0
Male,White,"$80,000 to $84,999",College Degree,NY,51-60,0,"White College Degree $80,000 to $84,999",0,1
Female,Black/African American,"Less than $14,999",Highschool,NY,41-50,0,"Black/African American Highschool Less than $14,999",0,0
Female,Black/African American,"$20,000 to $24,999",Highschool,CA,71-80,0,"Black/African American Highschool $20,000 to $24,999",0,0
Male,White,"$35,000 to $39,999",Associate Degree,NC,41-50,1,"White Associate Degree $35,000 to $39,999",0,1
Female,Black/African American,"$125,000 to $149,999",College Degree,LA,31-40,0,"Black/African American College Degree $125,000 to $149,999",0,1
Male,White,"$200,000 to $249,999",Masters&Doc,GA,41-50,1,"White Masters&Doc $200,000 to $249,999",1,1
Male,White,"$65,000 to $69,999",College Degree,OH,61-70,1,"White College Degree $65,000 to $69,999",0,1
Male,White,"$20,000 to $24,999",College Degree,IN,21-30,1,"White College Degree $20,000 to $24,999",0,1
Male,Black/African American,"$60,000 to $64,999",College Degree,NJ,51-60,0,"Black/African American College Degree $60,000 to $64,999",0,1
Male,White,"$20,000 to $24,999",College Degree,IL,31-40,0,"White College Degree $20,000 to $24,999",0,1
Female,White,"$40,000 to $44,999",Associate Degree,WA,21-30,0,"White Associate Degree $40,000 to $44,999",0,1
Female,Black/African American,"$35,000 to $39,999",Masters&Doc,SC,21-30,0,"Black/African American Masters&Doc $35,000 to $39,999",0,1
Male,White,"$80,000 to $84,999",Masters&Doc,CA,41-50,0,"White Masters&Doc $80,000 to $84,999",0,1
Female,White,"$75,000 to $79,999",Highschool,OK,61-70,0,"White Highschool $75,000 to $79,999",0,0
Female,Black/African American,"$75,000 to $79,999",College Degree,FL,21-30,0,"Black/African American College Degree $75,000 to $79,999",0,1
Female,Other race,"Less than $14,999",Masters&Doc,NJ,31-40,0,"Other race Masters&Doc Less than $14,999",0,1
Female,White,"Less than $14,999",Highschool,PA,31-40,1,"White Highschool Less than $14,999",0,0
Male,other asian or pacific islander,"$40,000 to $44,999",Associate Degree,NY,61-70,1,"other asian or pacific islander Associate Degree $40,000 to $44,999",0,1
Male,White,"$40,000 to $44,999",College Degree,OH,51-60,1,"White College Degree $40,000 to $44,999",0,1
Male,Other race,"Less than $14,999",Masters&Doc,CA,31-40,0,"Other race Masters&Doc Less than $14,999",0,1
Male,Black/African American,"$125,000 to $149,999",College Degree,FL,41-50,0,"Black/African American College Degree $125,000 to $149,999",0,1
Male,White,"$125,000 to $149,999",College Degree,IL,51-60,1,"White College Degree $125,000 to $149,999",0,1
Female,White,"$15,000 to $19,999",College Degree,KY,41-50,0,"White College Degree $15,000 to $19,999",0,1
Female,White,"$35,000 to $39,999",Masters&Doc,MO,61-70,1,"White Masters&Doc $35,000 to $39,999",0,1
Male,Black/African American,"Less than $14,999",Highschool,IN,31-40,1,"Black/African American Highschool Less than $14,999",0,0
Female,White,"$25,000 to $29,999",Highschool,IA,31-40,0,"White Highschool $25,000 to $29,999",0,0
Female,Other race,"$50,000 to $54,999",College Degree,NY,21-30,0,"Other race College Degree $50,000 to $54,999",0,1
Male,White,"$100,000 to $124,999",Highschool,PA,18-20,0,"White Highschool $100,000 to $124,999",0,0
Male,White,"Less than $14,999",Highschool,PA,21-30,0,"White Highschool Less than $14,999",0,0
Male,White,"$40,000 to $44,999",Highschool,NE,51-60,0,"White Highschool $40,000 to $44,999",0,0
Male,White,"$30,000 to $34,999",Masters&Doc,TX,31-40,1,"White Masters&Doc $30,000 to $34,999",0,1
Male,White,"$250,000 and above",Masters&Doc,MI,41-50,1,"White Masters&Doc $250,000 and above",0,1
Male,Other race,"$150,000 to $174,999",College Degree,CA,51-60,0,"Other race College Degree $150,000 to $174,999",1,1
Male,White,"$175,000 to $199,999",College Degree,WV,51-60,1,"White College Degree $175,000 to $199,999",1,1
Female,White,"$100,000 to $124,999",College Degree,CA,51-60,1,"White College Degree $100,000 to $124,999",0,1
Female,White,"$60,000 to $64,999",Highschool,MA,51-60,0,"White Highschool $60,000 to $64,999",0,0
Female,White,"$20,000 to $24,999",Masters&Doc,PA,21-30,1,"White Masters&Doc $20,000 to $24,999",0,1
Female,White,"$125,000 to $149,999",Masters&Doc,FL,41-50,1,"White Masters&Doc $125,000 to $149,999",0,1
Male,White,"$70,000 to $74,999",Highschool,CA,31-40,0,"White Highschool $70,000 to $74,999",0,0
Male,White,"$75,000 to $79,999",Highschool,FL,71-80,0,"White Highschool $75,000 to $79,999",0,0
Female,White,"$30,000 to $34,999",Masters&Doc,SC,61-70,1,"White Masters&Doc $30,000 to $34,999",0,1
Female,other asian or pacific islander,"$30,000 to $34,999",College Degree,CA,21-30,0,"other asian or pacific islander College Degree $30,000 to $34,999",0,1
Female,White,"$15,000 to $19,999",Masters&Doc,IL,21-30,1,"White Masters&Doc $15,000 to $19,999",0,1
Male,White,"$65,000 to $69,999",Highschool,MO,18-20,1,"White Highschool $65,000 to $69,999",0,0
Female,White,"$45,000 to $49,999",Masters&Doc,FL,61-70,1,"White Masters&Doc $45,000 to $49,999",0,1
Male,White,"$125,000 to $149,999",College Degree,MA,31-40,1,"White College Degree $125,000 to $149,999",0,1
Male,White,"$125,000 to $149,999",Masters&Doc,CA,31-40,0,"White Masters&Doc $125,000 to $149,999",0,1
Female,White,"Less than $14,999",Highschool,CA,31-40,0,"White Highschool Less than $14,999",0,0
Male,Black/African American,"$45,000 to $49,999",College Degree,TN,41-50,0,"Black/African American College Degree $45,000 to $49,999",0,1
Male,White,"$45,000 to $49,999",Highschool,VA,61-70,0,"White Highschool $45,000 to $49,999",0,0
Male,White,"$50,000 to $54,999",Masters&Doc,NC,51-60,0,"White Masters&Doc $50,000 to $54,999",0,1
Male,White,"$30,000 to $34,999",Highschool,MA,31-40,0,"White Highschool $30,000 to $34,999",0,0
Male,Chinese,"$200,000 to $249,999",Masters&Doc,CA,51-60,1,"Chinese Masters&Doc $200,000 to $249,999",1,1
Female,White,"$75,000 to $79,999",Highschool,IN,61-70,1,"White Highschool $75,000 to $79,999",0,0
Male,White,"$60,000 to $64,999",Masters&Doc,OR,71-80,1,"White Masters&Doc $60,000 to $64,999",0,1
Female,White,"$70,000 to $74,999",Highschool,FL,61-70,1,"White Highschool $70,000 to $74,999",0,0
Male,White,"$125,000 to $149,999",College Degree,IL,61-70,0,"White College Degree $125,000 to $149,999",0,1
Female,White,"$60,000 to $64,999",Associate Degree,TX,31-40,1,"White Associate Degree $60,000 to $64,999",0,1
Male,Black/African American,"$20,000 to $24,999",Masters&Doc,LA,21-30,0,"Black/African American Masters&Doc $20,000 to $24,999",0,1
Female,Black/African American,"$35,000 to $39,999",College Degree,NV,31-40,0,"Black/African American College Degree $35,000 to $39,999",0,1
Female,White,"$70,000 to $74,999",Highschool,FL,21-30,0,"White Highschool $70,000 to $74,999",0,0
Female,White,"$45,000 to $49,999",College Degree,NY,41-50,1,"White College Degree $45,000 to $49,999",0,1
Female,White,"$20,000 to $24,999",Highschool,OH,71-80,0,"White Highschool $20,000 to $24,999",0,0
Female,White,"$125,000 to $149,999",Masters&Doc,CO,31-40,0,"White Masters&Doc $125,000 to $149,999",0,1
Female,White,"$80,000 to $84,999",Masters&Doc,FL,41-50,0,"White Masters&Doc $80,000 to $84,999",0,1
Female,White,"$55,000 to $59,999",Highschool,IL,21-30,0,"White Highschool $55,000 to $59,999",0,0
Female,White,"$65,000 to $69,999",College Degree,MD,71-80,1,"White College Degree $65,000 to $69,999",0,1
Female,White,"$100,000 to $124,999",College Degree,NC,21-30,0,"White College Degree $100,000 to $124,999",0,1
Female,other asian or pacific islander,"Less than $14,999",College Degree,NJ,18-20,0,"other asian or pacific islander College Degree Less than $14,999",0,1
Female,White,"$40,000 to $44,999",College Degree,MI,51-60,0,"White College Degree $40,000 to $44,999",0,1
Male,White,"$45,000 to $49,999",College Degree,MA,51-60,1,"White College Degree $45,000 to $49,999",0,1
Female,White,"Less than $14,999",College Degree,WI,61-70,0,"White College Degree Less than $14,999",0,1
Female,White,"$50,000 to $54,999",Highschool,WV,31-40,1,"White Highschool $50,000 to $54,999",0,0
Male,Black/African American,"$20,000 to $24,999",College Degree,NV,61-70,1,"Black/African American College Degree $20,000 to $24,999",0,1
Female,White,"$40,000 to $44,999",Associate Degree,IL,61-70,1,"White Associate Degree $40,000 to $44,999",0,1
Female,White,"$40,000 to $44,999",Masters&Doc,OK,41-50,0,"White Masters&Doc $40,000 to $44,999",0,1
Male,White,"$70,000 to $74,999",Highschool,PA,61-70,1,"White Highschool $70,000 to $74,999",0,0
Female,White,"$60,000 to $64,999",Highschool,PA,41-50,0,"White Highschool $60,000 to $64,999",0,0
Female,White,"$125,000 to $149,999",College Degree,OH,31-40,1,"White College Degree $125,000 to $149,999",0,1
Male,White,"$40,000 to $44,999",Highschool,CA,41-50,0,"White Highschool $40,000 to $44,999",0,0
Female,White,"$20,000 to $24,999",Highschool,NC,61-70,0,"White Highschool $20,000 to $24,999",0,0
Male,White,"$200,000 to $249,999",Masters&Doc,FL,31-40,1,"White Masters&Doc $200,000 to $249,999",1,1
Female,White,"$35,000 to $39,999",Highschool,CA,51-60,0,"White Highschool $35,000 to $39,999",0,0
Female,Other race,"$25,000 to $29,999",Masters&Doc,TX,18-20,0,"Other race Masters&Doc $25,000 to $29,999",0,1
Female,White,"$20,000 to $24,999",College Degree,MN,71-80,1,"White College Degree $20,000 to $24,999",0,1
Male,White,"$70,000 to $74,999",College Degree,TX,21-30,0,"White College Degree $70,000 to $74,999",0,1
Male,White,"$90,000 to $94,999",Masters&Doc,NY,41-50,1,"White Masters&Doc $90,000 to $94,999",0,1
Male,White,"$125,000 to $149,999",College Degree,FL,71-80,1,"White College Degree $125,000 to $149,999",0,1
Male,White,"$55,000 to $59,999",Masters&Doc,FL,71-80,1,"White Masters&Doc $55,000 to $59,999",0,1
Male,White,"$250,000 and above",College Degree,NJ,21-30,1,"White College Degree $250,000 and above",0,1
Male,White,"$35,000 to $39,999",Highschool,SC,61-70,1,"White Highschool $35,000 to $39,999",0,0
Female,White,"$20,000 to $24,999",Highschool,MA,71-80,0,"White Highschool $20,000 to $24,999",0,0
Female,White,"$45,000 to $49,999",College Degree,IN,61-70,0,"White College Degree $45,000 to $49,999",0,1
Male,White,"$150,000 to $174,999",Masters&Doc,NY,41-50,1,"White Masters&Doc $150,000 to $174,999",1,1
Male,Black/African American,"Less than $14,999",Masters&Doc,NJ,21-30,0,"Black/African American Masters&Doc Less than $14,999",0,1
Male,White,"$100,000 to $124,999",Highschool,OH,61-70,1,"White Highschool $100,000 to $124,999",0,0
Female,Black/African American,"$15,000 to $19,999",Highschool,AL,51-60,0,"Black/African American Highschool $15,000 to $19,999",0,0
Female,White,"Less than $14,999",Masters&Doc,GA,31-40,1,"White Masters&Doc Less than $14,999",0,1
Male,White,"$85,000 to $89,999",College Degree,NH,71-80,1,"White College Degree $85,000 to $89,999",0,1
Male,White,"$15,000 to $19,999",Highschool,CO,21-30,0,"White Highschool $15,000 to $19,999",0,0
Male,White,"$150,000 to $174,999",Masters&Doc,KS,31-40,1,"White Masters&Doc $150,000 to $174,999",1,1
Female,White,"$40,000 to $44,999",Highschool,GA,51-60,1,"White Highschool $40,000 to $44,999",0,0
Female,White,"$25,000 to $29,999",College Degree,ME,31-40,0,"White College Degree $25,000 to $29,999",0,1
Female,White,"$125,000 to $149,999",Associate Degree,AZ,51-60,1,"White Associate Degree $125,000 to $149,999",0,1
Male,White,"$50,000 to $54,999",Highschool,NY,51-60,0,"White Highschool $50,000 to $54,999",0,0
Male,White,"$20,000 to $24,999",Masters&Doc,PA,61-70,1,"White Masters&Doc $20,000 to $24,999",0,1
Male,White,"$100,000 to $124,999",College Degree,MD,31-40,0,"White College Degree $100,000 to $124,999",0,1
Male,White,"$125,000 to $149,999",College Degree,CA,31-40,0,"White College Degree $125,000 to $149,999",0,1
Female,White,"$125,000 to $149,999",College Degree,CA,31-40,1,"White College Degree $125,000 to $149,999",0,1
Male,Other race,"$40,000 to $44,999",College Degree,CA,21-30,0,"Other race College Degree $40,000 to $44,999",0,1
Female,White,"$50,000 to $54,999",College Degree,MO,51-60,1,"White College Degree $50,000 to $54,999",0,1
Female,White,"$30,000 to $34,999",Associate Degree,PA,41-50,1,"White Associate Degree $30,000 to $34,999",0,1
Male,White,"$15,000 to $19,999",Masters&Doc,UT,31-40,1,"White Masters&Doc $15,000 to $19,999",0,1
Male,White,"$250,000 and above",Highschool,NY,21-30,1,"White Highschool $250,000 and above",0,0
Male,White,"$100,000 to $124,999",College Degree,NJ,71-80,0,"White College Degree $100,000 to $124,999",0,1
Female,White,"$25,000 to $29,999",Masters&Doc,CA,41-50,1,"White Masters&Doc $25,000 to $29,999",0,1
Male,White,"$35,000 to $39,999",Highschool,MI,61-70,1,"White Highschool $35,000 to $39,999",0,0
Female,White,"$45,000 to $49,999",Highschool,SC,71-80,1,"White Highschool $45,000 to $49,999",0,0
Female,White,"$55,000 to $59,999",Highschool,VA,31-40,1,"White Highschool $55,000 to $59,999",0,0
Female,Other race,"$55,000 to $59,999",Masters&Doc,NJ,61-70,0,"Other race Masters&Doc $55,000 to $59,999",0,1
Female,Other race,"$50,000 to $54,999",Highschool,FL,61-70,0,"Other race Highschool $50,000 to $54,999",0,0
Male,Black/African American,"$125,000 to $149,999",Highschool,FL,41-50,0,"Black/African American Highschool $125,000 to $149,999",0,0
Female,White,"$80,000 to $84,999",Highschool,SD,41-50,0,"White Highschool $80,000 to $84,999",0,0
Male,White,"$100,000 to $124,999",College Degree,AL,21-30,0,"White College Degree $100,000 to $124,999",0,1
Male,White,"$100,000 to $124,999",College Degree,WI,51-60,1,"White College Degree $100,000 to $124,999",0,1
Male,Black/African American,"Less than $14,999",College Degree,NY,21-30,0,"Black/African American College Degree Less than $14,999",0,1
Male,White,"$100,000 to $124,999",College Degree,OR,51-60,0,"White College Degree $100,000 to $124,999",0,1
Female,White,"$35,000 to $39,999",Highschool,TN,31-40,1,"White Highschool $35,000 to $39,999",0,0
Female,White,"$35,000 to $39,999",Highschool,CA,51-60,1,"White Highschool $35,000 to $39,999",0,0
Female,White,"Less than $14,999",Masters&Doc,IA,51-60,1,"White Masters&Doc Less than $14,999",0,1
Female,Black/African American,"$25,000 to $29,999",Highschool,FL,41-50,0,"Black/African American Highschool $25,000 to $29,999",0,0
Male,Black/African American,"$20,000 to $24,999",Highschool,OH,61-70,0,"Black/African American Highschool $20,000 to $24,999",0,0
Female,Black/African American,"Less than $14,999",Masters&Doc,OH,18-20,0,"Black/African American Masters&Doc Less than $14,999",0,1
Male,White,"$90,000 to $94,999",Highschool,OH,51-60,1,"White Highschool $90,000 to $94,999",0,0
Male,White,"$85,000 to $89,999",College Degree,AZ,61-70,1,"White College Degree $85,000 to $89,999",0,1
Male,White,"$200,000 to $249,999",Masters&Doc,NJ,31-40,1,"White Masters&Doc $200,000 to $249,999",1,1
Female,White,"$15,000 to $19,999",Masters&Doc,MI,51-60,0,"White Masters&Doc $15,000 to $19,999",0,1
Male,White,"$150,000 to $174,999",Masters&Doc,ND,41-50,1,"White Masters&Doc $150,000 to $174,999",1,1
Female,White,"Less than $14,999",Masters&Doc,OH,31-40,0,"White Masters&Doc Less than $14,999",0,1
Female,Black/African American,"$125,000 to $149,999",Masters&Doc,GA,51-60,0,"Black/African American Masters&Doc $125,000 to $149,999",0,1
Male,Black/African American,"Less than $14,999",Highschool,CA,51-60,0,"Black/African American Highschool Less than $14,999",0,0
Male,White,"$20,000 to $24,999",Masters&Doc,WA,41-50,0,"White Masters&Doc $20,000 to $24,999",0,1
Male,White,"$175,000 to $199,999",Masters&Doc,AZ,71-80,0,"White Masters&Doc $175,000 to $199,999",1,1
Female,White,"$90,000 to $94,999",Associate Degree,IL,61-70,1,"White Associate Degree $90,000 to $94,999",0,1
Male,Other race,"$65,000 to $69,999",Highschool,CA,41-50,0,"Other race Highschool $65,000 to $69,999",0,0
Male,White,"$150,000 to $174,999",Masters&Doc,MN,61-70,0,"White Masters&Doc $150,000 to $174,999",1,1
Male,White,"$45,000 to $49,999",Highschool,NJ,61-70,0,"White Highschool $45,000 to $49,999",0,0
Male,other asian or pacific islander,"$20,000 to $24,999",College Degree,MS,21-30,0,"other asian or pacific islander College Degree $20,000 to $24,999",0,1
Male,White,"$30,000 to $34,999",College Degree,CO,61-70,0,"White College Degree $30,000 to $34,999",0,1
Male,White,"$100,000 to $124,999",College Degree,SD,41-50,1,"White College Degree $100,000 to $124,999",0,1
Female,White,"$45,000 to $49,999",Masters&Doc,MS,31-40,1,"White Masters&Doc $45,000 to $49,999",0,1
Male,White,"$25,000 to $29,999",Highschool,OR,51-60,0,"White Highschool $25,000 to $29,999",0,0
Female,White,"Less than $14,999",Masters&Doc,MI,61-70,0,"White Masters&Doc Less than $14,999",0,1
Male,White,"$100,000 to $124,999",Masters&Doc,GA,41-50,0,"White Masters&Doc $100,000 to $124,999",0,1
Male,Other race,"$45,000 to $49,999",Highschool,CA,51-60,1,"Other race Highschool $45,000 to $49,999",0,0
Female,White,"$50,000 to $54,999",College Degree,CA,21-30,0,"White College Degree $50,000 to $54,999",0,1
Female,White,"$100,000 to $124,999",Masters&Doc,MI,51-60,0,"White Masters&Doc $100,000 to $124,999",0,1
Female,White,"$80,000 to $84,999",Masters&Doc,FL,61-70,0,"White Masters&Doc $80,000 to $84,999",0,1
Female,White,"$125,000 to $149,999",Highschool,NC,51-60,0,"White Highschool $125,000 to $149,999",0,0
Female,White,"$60,000 to $64,999",College Degree,OK,51-60,1,"White College Degree $60,000 to $64,999",0,1
Male,White,"Less than $14,999",Highschool,CA,31-40,0,"White Highschool Less than $14,999",0,0
Male,White,"$15,000 to $19,999",Highschool,NJ,31-40,1,"White Highschool $15,000 to $19,999",0,0
Female,White,"$85,000 to $89,999",Associate Degree,MI,61-70,0,"White Associate Degree $85,000 to $89,999",0,1
Female,White,"$30,000 to $34,999",Highschool,AR,21-30,0,"White Highschool $30,000 to $34,999",0,0
Female,Black/African American,"$20,000 to $24,999",Highschool,NC,61-70,0,"Black/African American Highschool $20,000 to $24,999",0,0
Female,White,"$100,000 to $124,999",College Degree,TN,61-70,1,"White College Degree $100,000 to $124,999",0,1
Female,White,"$40,000 to $44,999",Highschool,VA,51-60,1,"White Highschool $40,000 to $44,999",0,0
