sex,race,household_income,education,state,age_int,vote_trump,cell,high_income,high_education
Female,White,"Less than $14,999",Associate Degree,NY,18-20,1,"White Associate Degree Less than $14,999",0,1
Female,White,"$150,000 to $174,999",College Degree,CA,31-40,1,"White College Degree $150,000 to $174,999",1,1
Male,White,"$35,000 to $39,999",Highschool,NC,41-50,0,"White Highschool $35,000 to $39,999",0,0
Male,White,"$45,000 to $49,999",Masters&Doc,OH,51-60,1,"White Masters&Doc $45,000 to $49,999",0,1
Female,Other race,"$35,000 to $39,999",Highschool,TX,18-20,1,"Other race Highschool $35,000 to $39,999",0,0
Male,White,"$20,000 to $24,999",Highschool,CA,51-60,0,"White Highschool $20,000 to $24,999",0,0
Male,White,"$100,000 to $124,999",Highschool,NC,31-40,1,"White Highschool $100,000 to $124,999",0,0
Male,White,"$150,000 to $174,999",College Degree,IA,51-60,0,"White College Degree $150,000 to $174,999",1,1
Male,White,"$30,000 to $34,999",Highschool,GA,71-80,1,"White Highschool $30,000 to $34,999",0,0
Female,Black/African American,"$30,000 to $34,999",Highschool,AZ,51-60,1,"Black/African American Highschool $30,000 to $34,999",0,0
Female,Black/African American,"Less than $14,999",Highschool,SC,31-40,0,"Black/African American Highschool Less than $14,999",0,0
Male,White,"$75,000 to $79,999",Associate Degree,OH,71-80,0,"White Associate Degree $75,000 to $79,999",0,1
Male,White,"$100,000 to $124,999",Masters&Doc,VA,41-50,0,"White Masters&Doc $100,000 to $124,999",0,1
Male,White,"Less than $14,999",Highschool,IN,71-80,0,"White Highschool Less than $14,999",0,0
Male,White,"$150,000 to $174,999",Masters&Doc,GA,31-40,1,"White Masters&Doc $150,000 to $174,999",1,1
Female,White,"$125,000 to $149,999",Highschool,MA,61-70,1,"White Highschool $125,000 to $149,999",0,0
Female,White,"$175,000 to $199,999",College Degree,MD,41-50,1,"White College Degree $175,000 to $199,999",1,1
Female,White,"$55,000 to $59,999",Highschool,OH,31-40,1,"White Highschool $55,000 to $59,999",0,0
Male,White,"$250,000 and above",Masters&Doc,NC,31-40,1,"White Masters&Doc $250,000 and above",0,1
Female,other asian or pacific islander,"Less than $14,999",College Degree,WI,21-30,0,"other asian or pacific islander College Degree Less than $14,999",0,1
Female,Black/African American,"Less than $14,999",Highschool,IL,21-30,0,"Black/African American Highschool Less than $14,999",0,0
Male,Other race,"$45,000 to $49,999",Highschool,CA,31-40,0,"Other race Highschool $45,000 to $49,999",0,0
Female,White,"$100,000 to $124,999",Masters&Doc,NY,31-40,1,"White Masters&Doc $100,000 to $124,999",0,1
Male,White,"$200,000 to $249,999",Masters&Doc,CA,31-40,1,"White Masters&Doc $200,000 to $249,999",1,1
Male,White,"$25,000 to $29,999",Masters&Doc,MO,41-50,1,"White Masters&Doc $25,000 to $29,999",0,1
Female,White,"$200,000 to $249,999",College Degree,MI,51-60,1,"White College Degree $200,000 to $249,999",1,1
Male,White,"$45,000 to $49,999",College Degree,NY,31-40,1,"White College Degree $45,000 to $49,999",0,1
Female,White,"$50,000 to $54,999",Highschool,FL,21-30,1,"White Highschool $50,000 to $54,999",0,0
Female,Other race,"Less than $14,999",Highschool,NV,18-20,0,"Other race Highschool Less than $14,999",0,0
Female,Black/African American,"$30,000 to $34,999",Highschool,NC,21-30,0,"Black/African American Highschool $30,000 to $34,999",0,0
Male,Black/African American,"$200,000 to $249,999",Masters&Doc,MS,51-60,0,"Black/African American Masters&Doc $200,000 to $249,999",1,1
Male,Black/African American,"$30,000 to $34,999",Highschool,MI,61-70,0,"Black/African American Highschool $30,000 to $34,999",0,0
Female,White,"$50,000 to $54,999",Associate Degree,AZ,51-60,1,"White Associate Degree $50,000 to $54,999",0,1
Female,White,"$90,000 to $94,999",Highschool,MI,18-20,0,"White Highschool $90,000 to $94,999",0,0
Male,White,"$100,000 to $124,999",Masters&Doc,CA,21-30,0,"White Masters&Doc $100,000 to $124,999",0,1
Female,White,"$65,000 to $69,999",Highschool,IL,61-70,0,"White Highschool $65,000 to $69,999",0,0
Male,White,"$85,000 to $89,999",Masters&Doc,CA,71-80,0,"White Masters&Doc $85,000 to $89,999",0,1
Male,White,"$25,000 to $29,999",Associate Degree,FL,21-30,1,"White Associate Degree $25,000 to $29,999",0,1
Male,Other race,"$100,000 to $124,999",Masters&Doc,CA,18-20,0,"Other race Masters&Doc $100,000 to $124,999",0,1
Female,Black/African American,"$125,000 to $149,999",Highschool,TX,21-30,0,"Black/African American Highschool $125,000 to $149,999",0,0
Male,White,"$60,000 to $64,999",College Degree,TX,41-50,0,"White College Degree $60,000 to $64,999",0,1
Female,White,"$30,000 to $34,999",Highschool,IN,51-60,1,"White Highschool $30,000 to $34,999",0,0
Male,White,"$55,000 to $59,999",Highschool,FL,31-40,0,"White Highschool $55,000 to $59,999",0,0
Male,White,"$75,000 to $79,999",College Degree,MN,41-50,0,"White College Degree $75,000 to $79,999",0,1
Female,White,"$90,000 to $94,999",Highschool,FL,18-20,0,"White Highschool $90,000 to $94,999",0,0
Male,White,"Less than $14,999",Highschool,WV,31-40,1,"White Highschool Less than $14,999",0,0
Male,White,"Less than $14,999",Associate Degree,KS,61-70,1,"White Associate Degree Less than $14,999",0,1
Female,Black/African American,"$20,000 to $24,999",College Degree,CA,21-30,0,"Black/African American College Degree $20,000 to $24,999",0,1
Female,White,"$15,000 to $19,999",Highschool,KY,61-70,0,"White Highschool $15,000 to $19,999",0,0
Female,White,"$250,000 and above",Highschool,TX,18-20,0,"White Highschool $250,000 and above",0,0
Male,White,"$70,000 to $74,999",Highschool,PA,61-70,1,"White Highschool $70,000 to $74,999",0,0
Male,White,"$80,000 to $84,999",Highschool,OH,61-70,1,"White Highschool $80,000 to $84,999",0,0
Male,White,"$250,000 and above",Masters&Doc,NJ,41-50,0,"White Masters&Doc $250,000 and above",0,1
Male,White,"$25,000 to $29,999",Highschool,WV,21-30,1,"White Highschool $25,000 to $29,999",0,0
Female,White,"$100,000 to $124,999",Associate Degree,PA,31-40,0,"White Associate Degree $100,000 to $124,999",0,1
Female,White,"$95,000 to $99,999",Highschool,NC,51-60,0,"White Highschool $95,000 to $99,999",0,0
Male,White,"$60,000 to $64,999",College Degree,VA,31-40,0,"White College Degree $60,000 to $64,999",0,1
Male,White,"$150,000 to $174,999",Masters&Doc,NY,31-40,1,"White Masters&Doc $150,000 to $174,999",1,1
Male,White,"$125,000 to $149,999",College Degree,CA,31-40,1,"White College Degree $125,000 to $149,999",0,1
Female,White,"$250,000 and above",College Degree,VA,71-80,0,"White College Degree $250,000 and above",0,1
Male,Black/African American,"Less than $14,999",Highschool,IL,41-50,0,"Black/African American Highschool Less than $14,999",0,0
Male,White,"$60,000 to $64,999",College Degree,NC,41-50,1,"White College Degree $60,000 to $64,999",0,1
Male,White,"$150,000 to $174,999",Masters&Doc,FL,41-50,0,"White Masters&Doc $150,000 to $174,999",1,1
Female,White,"$125,000 to $149,999",College Degree,TX,31-40,1,"White College Degree $125,000 to $149,999",0,1
Female,Chinese,"$50,000 to $54,999",Masters&Doc,MA,41-50,0,"Chinese Masters&Doc $50,000 to $54,999",0,1
Female,White,"$25,000 to $29,999",Highschool,GA,61-70,1,"White Highschool $25,000 to $29,999",0,0
Male,White,"$100,000 to $124,999",Associate Degree,NY,31-40,0,"White Associate Degree $100,000 to $124,999",0,1
Female,White,"$45,000 to $49,999",Highschool,KY,41-50,1,"White Highschool $45,000 to $49,999",0,0
Male,White,"$70,000 to $74,999",Highschool,AZ,71-80,0,"White Highschool $70,000 to $74,999",0,0
Male,Black/African American,"$50,000 to $54,999",Masters&Doc,NY,41-50,0,"Black/African American Masters&Doc $50,000 to $54,999",0,1
Female,White,"$100,000 to $124,999",Highschool,FL,71-80,0,"White Highschool $100,000 to $124,999",0,0
Male,White,"$40,000 to $44,999",Highschool,TX,31-40,0,"White Highschool $40,000 to $44,999",0,0
Male,White,"$15,000 to $19,999",Highschool,WI,31-40,0,"White Highschool $15,000 to $19,999",0,0
Male,White,"$100,000 to $124,999",Masters&Doc,FL,31-40,1,"White Masters&Doc $100,000 to $124,999",0,1
Male,White,"$60,000 to $64,999",College Degree,CA,18-20,0,"White College Degree $60,000 to $64,999",0,1
Male,White,"$70,000 to $74,999",College Degree,FL,31-40,0,"White College Degree $70,000 to $74,999",0,1
Female,Black/African American,"$100,000 to $124,999",College Degree,CT,18-20,0,"Black/African American College Degree $100,000 to $124,999",0,1
Male,White,"$85,000 to $89,999",College Degree,NC,31-40,0,"White College Degree $85,000 to $89,999",0,1
Female,Other race,"$20,000 to $24,999",College Degree,CA,21-30,0,"Other race College Degree $20,000 to $24,999",0,1
Female,White,"$150,000 to $174,999",Highschool,CA,61-70,0,"White Highschool $150,000 to $174,999",1,0
Female,other asian or pacific islander,"$50,000 to $54,999",Masters&Doc,NJ,31-40,0,"other asian or pacific islander Masters&Doc $50,000 to $54,999",0,1
Male,White,"Less than $14,999",Highschool,UT,31-40,1,"White Highschool Less than $14,999",0,0
Female,White,"$50,000 to $54,999",College Degree,CA,21-30,0,"White College Degree $50,000 to $54,999",0,1
Male,Black/African American,"$40,000 to $44,999",Associate Degree,CT,61-70,0,"Black/African American Associate Degree $40,000 to $44,999",0,1
Female,White,"$55,000 to $59,999",College Degree,NV,41-50,0,"White College Degree $55,000 to $59,999",0,1
Female,White,"$25,000 to $29,999",Highschool,MN,21-30,0,"White Highschool $25,000 to $29,999",0,0
Female,White,"Less than $14,999",College Degree,KY,61-70,0,"White College Degree Less than $14,999",0,1
Female,White,"$25,000 to $29,999",Highschool,CA,18-20,1,"White Highschool $25,000 to $29,999",0,0
Male,White,"$200,000 to $249,999",College Degree,NY,41-50,1,"White College Degree $200,000 to $249,999",1,1
Female,Other race,"$35,000 to $39,999",College Degree,FL,21-30,1,"Other race College Degree $35,000 to $39,999",0,1
Male,White,"$60,000 to $64,999",College Degree,TX,80up,1,"White College Degree $60,000 to $64,999",0,1
Female,White,"$80,000 to $84,999",College Degree,CA,41-50,1,"White College Degree $80,000 to $84,999",0,1
Female,White,"$30,000 to $34,999",College Degree,OR,21-30,0,"White College Degree $30,000 to $34,999",0,1
Male,other asian or pacific islander,"$100,000 to $124,999",College Degree,NJ,21-30,1,"other asian or pacific islander College Degree $100,000 to $124,999",0,1
Female,Other race,"$75,000 to $79,999",College Degree,CA,21-30,0,"Other race College Degree $75,000 to $79,999",0,1
Female,White,"$25,000 to $29,999",College Degree,CA,61-70,0,"White College Degree $25,000 to $29,999",0,1
Male,White,"$40,000 to $44,999",Highschool,SC,51-60,1,"White Highschool $40,000 to $44,999",0,0
Male,White,"$25,000 to $29,999",College Degree,TX,71-80,1,"White College Degree $25,000 to $29,999",0,1
Female,White,"$30,000 to $34,999",Highschool,TX,61-70,1,"White Highschool $30,000 to $34,999",0,0
Male,White,"$20,000 to $24,999",Highschool,AZ,61-70,1,"White Highschool $20,000 to $24,999",0,0
Male,White,"$150,000 to $174,999",Masters&Doc,IN,31-40,1,"White Masters&Doc $150,000 to $174,999",1,1
Female,Other race,"$25,000 to $29,999",Highschool,NJ,21-30,0,"Other race Highschool $25,000 to $29,999",0,0
Female,White,"$100,000 to $124,999",College Degree,CA,31-40,1,"White College Degree $100,000 to $124,999",0,1
Female,White,"$95,000 to $99,999",College Degree,NC,71-80,0,"White College Degree $95,000 to $99,999",0,1
Male,White,"$250,000 and above",College Degree,CA,51-60,1,"White College Degree $250,000 and above",0,1
Female,White,"Less than $14,999",Associate Degree,LA,31-40,0,"White Associate Degree Less than $14,999",0,1
Male,White,"$45,000 to $49,999",Masters&Doc,MT,71-80,1,"White Masters&Doc $45,000 to $49,999",0,1
Male,White,"$65,000 to $69,999",College Degree,MN,61-70,1,"White College Degree $65,000 to $69,999",0,1
Male,White,"$125,000 to $149,999",Masters&Doc,MD,31-40,1,"White Masters&Doc $125,000 to $149,999",0,1
Female,other asian or pacific islander,"$45,000 to $49,999",College Degree,AL,31-40,0,"other asian or pacific islander College Degree $45,000 to $49,999",0,1
Female,White,"$100,000 to $124,999",Masters&Doc,MN,41-50,0,"White Masters&Doc $100,000 to $124,999",0,1
Male,Black/African American,"Less than $14,999",Highschool,CA,41-50,0,"Black/African American Highschool Less than $14,999",0,0
Female,White,"$45,000 to $49,999",Highschool,TX,41-50,0,"White Highschool $45,000 to $49,999",0,0
Female,Black/African American,"$50,000 to $54,999",Highschool,MD,51-60,0,"Black/African American Highschool $50,000 to $54,999",0,0
Male,White,"$30,000 to $34,999",Masters&Doc,AL,31-40,1,"White Masters&Doc $30,000 to $34,999",0,1
Male,White,"Less than $14,999",Highschool,FL,61-70,0,"White Highschool Less than $14,999",0,0
Female,other asian or pacific islander,"Less than $14,999",College Degree,CA,21-30,0,"other asian or pacific islander College Degree Less than $14,999",0,1
Male,Other race,"$50,000 to $54,999",College Degree,TX,21-30,0,"Other race College Degree $50,000 to $54,999",0,1
Female,White,"$70,000 to $74,999",Masters&Doc,AR,21-30,1,"White Masters&Doc $70,000 to $74,999",0,1
Female,White,"$100,000 to $124,999",College Degree,IL,41-50,1,"White College Degree $100,000 to $124,999",0,1
Male,White,"$100,000 to $124,999",College Degree,NY,51-60,0,"White College Degree $100,000 to $124,999",0,1
Female,Black/African American,"$55,000 to $59,999",College Degree,MA,61-70,1,"Black/African American College Degree $55,000 to $59,999",0,1
Male,White,"$125,000 to $149,999",College Degree,SD,31-40,1,"White College Degree $125,000 to $149,999",0,1
Male,White,"$70,000 to $74,999",Highschool,WI,51-60,1,"White Highschool $70,000 to $74,999",0,0
Female,Black/African American,"Less than $14,999",College Degree,CA,21-30,0,"Black/African American College Degree Less than $14,999",0,1
Female,Other race,"$15,000 to $19,999",Highschool,MN,21-30,1,"Other race Highschool $15,000 to $19,999",0,0
Male,White,"$40,000 to $44,999",College Degree,NV,21-30,0,"White College Degree $40,000 to $44,999",0,1
Male,Black/African American,"$15,000 to $19,999",Highschool,GA,51-60,0,"Black/African American Highschool $15,000 to $19,999",0,0
Male,White,"Less than $14,999",Masters&Doc,AL,61-70,1,"White Masters&Doc Less than $14,999",0,1
Female,White,"$25,000 to $29,999",Highschool,NY,71-80,0,"White Highschool $25,000 to $29,999",0,0
Female,White,"$25,000 to $29,999",College Degree,KS,71-80,0,"White College Degree $25,000 to $29,999",0,1
Male,White,"$95,000 to $99,999",Masters&Doc,TX,21-30,1,"White Masters&Doc $95,000 to $99,999",0,1
Female,White,"$35,000 to $39,999",Associate Degree,AZ,31-40,0,"White Associate Degree $35,000 to $39,999",0,1
Male,White,"$95,000 to $99,999",Highschool,MO,21-30,0,"White Highschool $95,000 to $99,999",0,0
Female,Other race,"Less than $14,999",College Degree,CA,21-30,0,"Other race College Degree Less than $14,999",0,1
Female,Black/African American,"Less than $14,999",Highschool,VA,18-20,0,"Black/African American Highschool Less than $14,999",0,0
Female,White,"$125,000 to $149,999",Highschool,DE,18-20,0,"White Highschool $125,000 to $149,999",0,0
Male,White,"$150,000 to $174,999",Masters&Doc,NV,31-40,1,"White Masters&Doc $150,000 to $174,999",1,1
Male,White,"$150,000 to $174,999",Highschool,TX,61-70,1,"White Highschool $150,000 to $174,999",1,0
Male,White,"$25,000 to $29,999",Masters&Doc,NM,61-70,0,"White Masters&Doc $25,000 to $29,999",0,1
Male,White,"$55,000 to $59,999",Highschool,AL,21-30,0,"White Highschool $55,000 to $59,999",0,0
Female,White,"$25,000 to $29,999",Highschool,MO,41-50,1,"White Highschool $25,000 to $29,999",0,0
Female,White,"$50,000 to $54,999",Masters&Doc,FL,80up,1,"White Masters&Doc $50,000 to $54,999",0,1
Female,White,"$100,000 to $124,999",Masters&Doc,IL,71-80,1,"White Masters&Doc $100,000 to $124,999",0,1
Female,White,"$60,000 to $64,999",College Degree,TX,31-40,0,"White College Degree $60,000 to $64,999",0,1
Female,White,"$50,000 to $54,999",Highschool,AZ,41-50,0,"White Highschool $50,000 to $54,999",0,0
Female,White,"$100,000 to $124,999",College Degree,MI,31-40,0,"White College Degree $100,000 to $124,999",0,1
Female,White,"Less than $14,999",Masters&Doc,MI,18-20,0,"White Masters&Doc Less than $14,999",0,1
Male,White,"$25,000 to $29,999",Masters&Doc,OK,51-60,1,"White Masters&Doc $25,000 to $29,999",0,1
Female,Black/African American,"Less than $14,999",Masters&Doc,IL,21-30,1,"Black/African American Masters&Doc Less than $14,999",0,1
Male,Black/African American,"$15,000 to $19,999",Highschool,TN,21-30,0,"Black/African American Highschool $15,000 to $19,999",0,0
Male,Other race,"$100,000 to $124,999",Highschool,PA,51-60,1,"Other race Highschool $100,000 to $124,999",0,0
Male,White,"Less than $14,999",Highschool,TX,18-20,0,"White Highschool Less than $14,999",0,0
Female,White,"$65,000 to $69,999",Highschool,CA,51-60,1,"White Highschool $65,000 to $69,999",0,0
Female,Black/African American,"$50,000 to $54,999",Masters&Doc,GA,21-30,0,"Black/African American Masters&Doc $50,000 to $54,999",0,1
Male,Other race,"$25,000 to $29,999",College Degree,WI,31-40,1,"Other race College Degree $25,000 to $29,999",0,1
Male,White,"$25,000 to $29,999",Masters&Doc,NC,61-70,0,"White Masters&Doc $25,000 to $29,999",0,1
Male,Black/African American,"$20,000 to $24,999",College Degree,CO,21-30,0,"Black/African American College Degree $20,000 to $24,999",0,1
Male,White,"$200,000 to $249,999",Masters&Doc,NJ,31-40,1,"White Masters&Doc $200,000 to $249,999",1,1
Male,White,"$20,000 to $24,999",Masters&Doc,LA,41-50,1,"White Masters&Doc $20,000 to $24,999",0,1
Male,White,"$65,000 to $69,999",Masters&Doc,IL,21-30,0,"White Masters&Doc $65,000 to $69,999",0,1
Male,White,"$65,000 to $69,999",Highschool,MA,31-40,1,"White Highschool $65,000 to $69,999",0,0
Male,White,"$100,000 to $124,999",Highschool,OH,31-40,0,"White Highschool $100,000 to $124,999",0,0
Female,Japanese,"$250,000 and above",Masters&Doc,FL,21-30,0,"Japanese Masters&Doc $250,000 and above",0,1
Male,White,"$100,000 to $124,999",College Degree,NY,41-50,0,"White College Degree $100,000 to $124,999",0,1
Male,White,"Less than $14,999",Highschool,CA,61-70,1,"White Highschool Less than $14,999",0,0
Male,White,"$20,000 to $24,999",Grade12&under,CA,31-40,0,"White Grade12&under $20,000 to $24,999",0,0
Male,Other race,"$60,000 to $64,999",Masters&Doc,CA,41-50,0,"Other race Masters&Doc $60,000 to $64,999",0,1
Male,White,"$60,000 to $64,999",Highschool,IL,41-50,0,"White Highschool $60,000 to $64,999",0,0
Female,White,"$95,000 to $99,999",College Degree,CA,21-30,0,"White College Degree $95,000 to $99,999",0,1
